"","Region","RegionName","StateName","MSAName","CountyName","CityName","ForecastYoYPctChange"
"4593","City","Ewa Beach","HI","Urban Honolulu","Honolulu","Ewa Beach",10.1872367994817
"4594","City","Fairfield","CA","Vallejo","Solano","Fairfield",9.97181510710259
"4595","City","Fairfield","MT",NA,"Teton","Fairfield",5.27648384673178
"4596","City","Fairfield","TX",NA,"Freestone","Fairfield",5.47231270358306
"4597","City","Fairlawn","OH","Akron","Summit","Fairlawn",4.7176852352623
"4598","City","Fairview","NJ","New York","Bergen","Fairview",11.0834349841425
"4599","City","Falling Waters","WV","Hagerstown","Berkeley","Falling Waters",3.19761075161773
"4600","Neighborhood","Far Rockaway","NY","New York","Queens","New York",14.5377468060395
"4601","City","Fargo","ND","Fargo","Cass","Fargo",5.89215686274509
"4602","City","Farrell","PA","Youngstown","Mercer","Farrell",11.5067750677507
"4603","City","Fennville","MI","Holland","Allegan","Fennville",5.74522673031026
"4604","City","Fernandina Beach","FL","Jacksonville","Nassau","Fernandina Beach",5.83781414377558
"4605","City","Fillmore","CA","Ventura","Ventura","Fillmore",8.64432632308758
"4606","City","Fletcher","VT","Burlington","Franklin","Fletcher",3.36982643524699
"4607","City","Florence","KY","Cincinnati","Boone","Florence",4.90921501706485
"4608","City","Florida","NY","New York","Orange","Florida",5.11629778672031
"4609","City","Florissant","CO","Colorado Springs","Teller","Florissant",7.70072115384615
"4610","Neighborhood","Flushing","NY","New York","Queens","New York",8.50531762000575
"4611","City","Folcroft","PA","Philadelphia","Delaware","Folcroft",8.06454545454545
"4612","City","Folly Beach","SC","Charleston","Charleston","Folly Beach",2.09949641385625
"4613","City","Forest","VA","Lynchburg","Bedford","Forest",2.29651162790698
"4614","City","Forsyth","GA","Macon","Monroe","Forsyth",-6.56094364351245
"4615","City","Forsyth","IL","Decatur","Macon","Forsyth",-1.02909270216962
"4616","City","Fort Jones","CA",NA,"Siskiyou","Fort Jones",12.7622309197652
"4617","City","Fort Myers Beach","FL","Fort Myers","Lee","Fort Myers Beach",5.09166860060339
"4618","City","Fort Wayne","IN","Fort Wayne","Allen","Fort Wayne",5.92441860465116
"4619","City","Fort Worth","TX","Dallas-Fort Worth","Tarrant","Fort Worth",4.11368653421633
"4620","City","Fortuna","CA","Eureka","Humboldt","Fortuna",3.63701741105222
"4621","City","Fowler","IL","Quincy","Adams","Fowler",2.10258548790658
"4622","City","Frankfort","IL","Chicago","Will","Frankfort",5.4134295227525
"4623","City","Franklin","CT","New London","New London","Franklin",4.98960793575816
"4624","City","Franklin","NJ","New York","Sussex","Franklin",8.93920972644377
"4625","City","Franklinton","LA","Bogalusa","Washington","Franklinton",1.92105263157896
"4626","City","Frazeysburg","OH","Zanesville","Muskingum","Frazeysburg",1.31278538812785
"4627","City","Fredericksburg","OH","Wooster","Wayne","Fredericksburg",3.6426652337453
"4628","City","Freemansburg","PA","Allentown","Northampton","Freemansburg",2.37837837837838
"4629","City","Fremont","NH","Boston","Rockingham","Fremont",8.58208434994772
"4630","City","Fresno","CA","Fresno","Fresno","Fresno",6.94993469743144
"4631","City","Frisco","TX","Dallas-Fort Worth","Collin","Frisco",2.20075662042876
"4632","City","Fulton","MD","Baltimore","Howard","Fulton",-0.27249723232643
"4633","City","Gahanna","OH","Columbus","Franklin","Gahanna",3.63587443946187
"4634","City","Gainesville","VA","Washington","Prince William","Gainesville",6.11764705882354
"4635","City","Galloway","OH","Columbus","Franklin","Galloway",3.87307882994545
"4636","City","Galva","KS","McPherson","McPherson","Galva",3.48424953675108
"4637","City","Garland","TX","Dallas-Fort Worth","Dallas","Garland",5.00435019032082
"4638","City","Gas City","IN","Marion","Grant","Gas City",-4.97478991596638
"4639","City","Geneva","IL","Chicago","Kane","Geneva",5.14672619047618
"4640","City","Gervais","OR","Salem","Marion","Gervais",3.33037156704361
"4641","City","Giddings","TX",NA,"Lee","Giddings",6.96946564885497
"4642","City","Glen Head","NY","New York","Nassau","Glen Head",6.26648737137512
"4643","City","Glen Mills","PA","Philadelphia","Delaware","Glen Mills",5.30736029077692
"4644","City","Glenarden","MD","Washington","Prince Georges","Glenarden",7.50018268176835
"4645","City","Glendale","AZ","Phoenix","Maricopa","Glendale",3.09795918367346
"4646","City","Glendale","OH","Cincinnati","Hamilton","Glendale",5.82994454713492
"4647","City","Glendora","NJ","Philadelphia","Camden","Glendora",8.8016795865633
"4648","City","Gloucester","MA","Boston","Essex","Gloucester",4.10161145926589
"4649","City","Goliad","TX","Victoria","Goliad","Goliad",1.42097488921713
"4650","City","Gonzales","CA","Salinas","Monterey","Gonzales",11.2157721796276
"4651","City","Gonzales","LA","Baton Rouge","Ascension","Gonzales",-0.105092091007586
"4652","City","Gonzales","TX",NA,"Gonzales","Gonzales",-1.78733766233766
"4653","City","Gooding","ID",NA,"Gooding","Gooding",4.9126700071582
"4654","City","Goodman","MO","Fayetteville","McDonald","Goodman",9.95209580838323
"4655","City","Goodview","VA","Lynchburg","Bedford","Goodview",2.26159334126042
"4656","City","Goodyear","AZ","Phoenix","Maricopa","Goodyear",1.81449587369933
"4657","City","Gordonsville","VA",NA,"Louisa","Gordonsville",5.35885416666666
"4658","City","Graham","WA","Seattle","Pierce","Graham",8.11635220125786
"4659","City","Grand Junction","TN",NA,"Hardeman","Grand Junction",0.871186440677962
"4660","City","Grand Saline","TX",NA,"Van Zandt","Grand Saline",18.8283166109253
"4661","City","Grandview","MO","Kansas City","Jackson","Grandview",4.83516483516484
"4662","City","Granite City","IL","St. Louis","Madison","Granite City",12.7382875605816
"4663","City","Grayland","WA","Aberdeen","Grays Harbor","Grayland",8.96639784946236
"4664","City","Great Falls","VA","Washington","Fairfax","Great Falls",3.02407550077042
"4665","City","Great Mills","MD","California-Lexington Park","Saint Marys","Great Mills",0.252460419341038
"4666","City","Great Neck","NY","New York","Nassau","Great Neck",2.82189516763733
"4667","City","Greendale","WI","Milwaukee","Milwaukee","Greendale",4.68382978723405
"4668","City","Greenhills","OH","Cincinnati","Hamilton","Greenhills",2.21482729570346
"4669","City","Grosse Pointe Woods","MI","Detroit","Wayne","Grosse Pointe Woods",-0.462343938783727
"4670","City","Grover","NC","Shelby","Cleveland","Grover",2.95822784810127
"4671","City","Gulf Shores","AL","Daphne","Baldwin","Gulf Shores",5.063662670525
"4672","City","Guttenberg","NJ","New York","Hudson","Guttenberg",9.90906362545019
"4673","City","Haddon Heights","NJ","Philadelphia","Camden","Haddon Heights",6.65206910405785
"4674","City","Haddonfield","NJ","Philadelphia","Camden","Haddonfield",0.693027698185289
"4675","City","Haleiwa","HI","Urban Honolulu","Honolulu","Haleiwa",5.81372218476062
"4676","City","Hallsville","TX","Marshall","Harrison","Hallsville",0.397425583266298
"4677","City","Halstead","KS","Wichita","Harvey","Halstead",5.83839150227619
"4678","City","Ham Lake","MN","Minneapolis-St Paul","Anoka","Ham Lake",5.96520906479412
"4679","City","Hamlet","IN",NA,"Starke","Hamlet",0.273615635179159
"4680","City","Hammonton","NJ","Atlantic City","Atlantic","Hammonton",-14.2900410677618
"4681","City","Hampton Bays","NY","New York","Suffolk","Hampton Bays",15.4312786754438
"4682","City","Hanford","CA","Hanford","Kings","Hanford",0.505218216318792
"4683","City","Hanover","VA","Richmond","Hanover","Hanover",7.29812674372259
"4684","City","Harbor Springs","MI",NA,"Emmet","Harbor Springs",5.38574423480085
"4685","City","Hardwick","NJ","Allentown","Warren","Hardwick",4.37608261159228
"4686","City","Harrison","AR","Harrison","Boone","Harrison",-0.0681341719077522
"4687","City","Harrison","NY","New York","Westchester","Harrison",-0.158095076975129
"4688","City","Harrisonburg","VA","Harrisonburg","Harrisonburg City","Harrisonburg",4.2822990844354
"4689","City","Hartly","DE","Dover","Kent","Hartly",0.14024390243903
"4690","City","Hartsdale","NY","New York","Westchester","Hartsdale",4.9993057965984
"4691","City","Hartwick","NY","Oneonta","Otsego","Hartwick",3.30641821946169
"4692","City","Harveys Lake","PA","Scranton","Luzerne","Harveys Lake",-3.56233766233767
"4693","City","Haworth","OK",NA,"McCurtain","Haworth",-1.00245098039216
"4694","City","Hayden","ID","Coeur d'Alene","Kootenai","Hayden",1.63869918699187
"4695","City","Hayward","CA","San Francisco","Alameda","Hayward",8.62607774920587
"4696","City","Hazlehurst","MS","Jackson","Copiah","Hazlehurst",5.8946587537092
"4697","City","Hebron","KY","Cincinnati","Boone","Hebron",4.11891620672353
"4698","City","Herington","KS",NA,"Dickinson","Herington",-1.43687374749499
"4699","City","Hernando","MS","Memphis","DeSoto","Hernando",5.41125319693094
"4700","City","Hewlett","NY","New York","Nassau","Hewlett",4.04825112107623
"4701","City","High Springs","FL","Gainesville","Alachua","High Springs",8.22281959378735
"4702","City","Highland","UT","Provo","Utah","Highland",-2.29940003870718
"4703","City","Hillsboro","TN","Tullahoma","Coffee","Hillsboro",4.77478191911183
"4704","City","Hinsdale","MA","Pittsfield","Berkshire","Hinsdale",2.9837786259542
"4705","City","Hobe Sound","FL","Port St. Lucie","Martin","Hobe Sound",1.80904522613066
"4706","City","Holden","MA","Worcester","Worcester","Holden",7.58964274008522
"4707","City","Holden","MO","Warrensburg","Johnson","Holden",5.91872791519434
"4708","City","Holt","FL","Crestview-Fort Walton Beach-Destin","Okaloosa","Holt",-0.258136094674555
"4709","City","Homer Glen","IL","Chicago","Will","Homer Glen",5.90486131822248
"4710","City","Homosassa","FL","Homosassa Springs","Citrus","Homosassa",6.75407925407925
"4711","City","Honolulu","HI","Urban Honolulu","Honolulu","Honolulu",10.9469651442308
"4712","City","Hope","NJ","Allentown","Warren","Hope",4.00638750887155
"4713","City","Hopkinton","NH","Concord","Merrimack","Hopkinton",6.37595907928388
"4714","City","Horicon","NY","Glens Falls","Warren","Horicon",2.08166781529979
"4715","City","Houston","MS",NA,"Chickasaw","Houston",5.52144772117962
"4716","City","Huber Heights","OH","Dayton","Montgomery","Huber Heights",2.56427221172022
"4717","Neighborhood","Huntington Bay","NY","New York","Suffolk","Huntington",5.79576976421636
"4718","City","Hurricane","UT","St. George","Washington","Hurricane",7.54155392346347
"4719","City","Imperial","MO","St. Louis","Jefferson","Imperial",2.858189429618
"4720","City","Independence","KY","Cincinnati","Kenton","Independence",6.51420289855071
"4721","City","Indianola","IA","Des Moines","Warren","Indianola",2.64117647058824
"4722","City","Isle","MN","Minneapolis-St Paul","Mille Lacs","Isle",9.45841889117043
"4723","City","Itta Bena","MS","Greenwood","Leflore","Itta Bena",4.51406249999999
"4724","City","Iuka","MS",NA,"Tishomingo","Iuka",10.74375
"4725","City","Jarrettsville","MD","Baltimore","Harford","Jarrettsville",5.15410292072322
"4726","City","Jefferson","OH","Ashtabula","Ashtabula","Jefferson",1.37325174825176
"4727","City","Johnston","RI","Providence","Providence","Johnston",8.32828282828282
"4728","City","Johnstown","CO","Greeley","Weld","Johnstown",7.18620890311319
"4729","City","Jonesboro","AR","Jonesboro","Craighead","Jonesboro",8.39277478862412
"4730","City","Jonesville","LA",NA,"Catahoula","Jonesville",0.935704514363889
"4731","City","Kansas City","MO","Kansas City","Jackson","Kansas City",3.39427312775331
"4732","Neighborhood","Katonah","NY","New York","Westchester","Bedford",6.17077922077922
"4733","City","Katy","TX","Houston","Harris","Katy",-0.5722964763062
"4734","City","Keaau","HI","Hilo","Hawaii","Keaau",-2.0225925925926
"4735","City","Kemah","TX","Houston","Galveston","Kemah",1.4247701983551
"4736","City","Kenilworth","NJ","New York","Union","Kenilworth",9.07734959800388
"4737","City","Kilmichael","MS",NA,"Montgomery","Kilmichael",4.06892067620286
"4738","City","Kingman","KS","Wichita","Kingman","Kingman",6.22633136094675
"4739","City","Kinsman","OH","Youngstown","Trumbull","Kinsman",8.91919191919193
"4740","City","Kissimmee","FL","Orlando","Osceola","Kissimmee",7.39878849066129
"4741","City","Kitty Hawk","NC","Kill Devil Hills","Dare","Kitty Hawk",2.31677809614772
"4742","City","La Crosse","IN","Michigan City","La Porte","La Crosse",4.07657657657658
"4743","City","La Habra","CA","Los Angeles-Long Beach-Anaheim","Orange","La Habra",7.4956369982548
"4744","City","La Habra Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","La Habra Heights",10.0303967027306
"4745","City","La Junta","CO",NA,"Otero","La Junta",8.17582417582419
"4746","City","La Pine","OR","Bend","Deschutes","La Pine",-1.38778107764107
"4747","City","La Place","LA","New Orleans","Saint John the Baptist","La Place",6.00853485064012
"4748","City","La Porte","TX","Houston","Harris","La Porte",1.94852515905148
"4749","City","La Quinta","CA","Riverside","Riverside","La Quinta",5.92558486809358
"4750","City","Lacey","NJ","New York","Ocean","Lacey",6.51618189266694
"4751","City","Lacona","IA","Des Moines","Warren","Lacona",3.28444747612551
"4752","City","Ladoga","IN","Crawfordsville","Montgomery","Ladoga",-1.8369259606373
"4753","City","Laguna Vista","TX","Brownsville","Cameron","Laguna Vista",0.973745624270705
"4754","City","Laie","HI","Urban Honolulu","Honolulu","Laie",7.49573762727918
"4755","Neighborhood","Lake Grove","OR","Portland","Clackamas","Lake Oswego",2.45385450597178
"4756","City","Lake Isabella","CA","Bakersfield","Kern","Lake Isabella",17.9098837209302
"4757","City","Lake Jackson","TX","Houston","Brazoria","Lake Jackson",0.973147153598286
"4758","City","Lake Orion","MI","Detroit","Oakland","Lake Orion",-2.70963484381874
"4759","City","Lake Placid","FL","Sebring","Highlands","Lake Placid",8.32671863926293
"4760","City","Lake Wales","FL","Lakeland","Polk","Lake Wales",5.65676309616887
"4761","City","Lanai City","HI","Kahului","Maui","Lanai City",2.15727796052632
"4762","City","Lancaster","TX","Dallas-Fort Worth","Dallas","Lancaster",9.32601880877744
"4763","City","Lanexa","VA","Richmond","New Kent","Lanexa",7.01066010660107
"4764","City","Laporte","CO","Fort Collins","Larimer","Laporte",4.77781091559797
"4765","City","Larchmont","NY","New York","Westchester","Larchmont",3.08559725821282
"4766","City","Larksville","PA","Scranton","Luzerne","Larksville",5.18581081081082
"4767","City","Las Vegas","NV","Las Vegas","Clark","Las Vegas",7.99100156494523
"4768","City","Lattingtown","NY","New York","Nassau","Lattingtown",5.41465616280978
"4769","City","Lebanon","MO","Lebanon","Laclede","Lebanon",6.1360946745562
"4770","City","Leland Grove","IL","Springfield","Sangamon","Leland Grove",3.31031128404669
"4771","City","Leonard","MI","Detroit","Oakland","Leonard",-2.64206326588772
"4772","Neighborhood","Leonardo","NJ","New York","Monmouth","Middletown",8.31648690292759
"4773","City","Lewes","DE","Salisbury","Sussex","Lewes",0.166034432448203
"4774","City","Lewiston","UT","Logan","Cache","Lewiston",-1.1922511034821
"4775","City","Lexington","MA","Boston","Middlesex","Lexington",3.70463917525774
"4776","City","Lexington","MS",NA,"Holmes","Lexington",-2.39311334289813
"4777","City","Lincoln","IL","Lincoln","Logan","Lincoln",1.91785714285715
"4778","City","Lincolnwood","IL","Chicago","Cook","Lincolnwood",5.2282967032967
"4779","City","Linden","MI","Flint","Genesee","Linden",4.41845140032948
"4780","City","Linden","VA","Washington","Warren","Linden",6.9219512195122
"4781","City","Lindsay","CA","Visalia","Tulare","Lindsay",7.03440233236152
"4782","City","Linwood","NJ","Atlantic City","Atlantic","Linwood",2.48580567772891
"4783","City","Litchfield","MN",NA,"Meeker","Litchfield",5.12200598802395
"4784","City","Little Silver","NJ","New York","Monmouth","Little Silver",4.13886194633042
"4785","City","Littleton","CO","Denver","Arapahoe","Littleton",3.6308973172988
"4786","City","Livingston","CA","Merced","Merced","Livingston",10.6736577181208
"4787","City","Lockhart","FL","Orlando","Orange","Lockhart",8.15198107628623
"4788","City","Lompoc","CA","Santa Maria-Santa Barbara","Santa Barbara","Lompoc",7.86226303317537
"4789","City","Lone Grove","OK","Ardmore","Carter","Lone Grove",2.1790017211704
"4790","City","Lorane","PA","Reading","Berks","Lorane",6.4452912357104
"4791","City","Loranger","LA","Hammond","Tangipahoa","Loranger",8.03171953255426
"4792","City","Los Gatos","CA","San Jose","Santa Clara","Los Gatos",5.87811484290357
"4793","City","Louisville","CO","Boulder","Boulder","Louisville",5.16663740122916
"4794","City","Louisville","TN","Knoxville","Blount","Louisville",2.14292497625832
"4795","City","Lovingston","VA","Charlottesville","Nelson","Lovingston",-3.14635603345281
"4796","City","Lowell","IN","Chicago","Lake","Lowell",8.4622292657158
"4797","City","Lower Gwynedd","PA","Philadelphia","Montgomery","Lower Gwynedd",2.63289529461637
"4798","City","Lower Lake","CA","Clearlake","Lake","Lower Lake",1.41979396615157
"4799","City","Lyndon","KS","Topeka","Osage","Lyndon",1.94662638469285
"4800","City","Lyons","KS",NA,"Rice","Lyons",3.64594127806563
"4801","City","Lyons","MI","Ionia","Ionia","Lyons",7.21657381615599
"4802","City","Macclesfield","NC","Rocky Mount","Edgecombe","Macclesfield",3.35130434782609
"4803","City","Madison Heights","VA","Lynchburg","Amherst","Madison Heights",6.82890007189072
"4804","City","Mahtomedi","MN","Minneapolis-St Paul","Washington","Mahtomedi",5.81538461538462
"4805","City","Manasquan","NJ","New York","Monmouth","Manasquan",1.01323668452569
"4806","City","Manassas","VA","Washington","Prince William","Manassas",4.28894536213469
"4807","City","Manhattan Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Manhattan Beach",2.70369490317215
"4808","City","Mantachie","MS","Tupelo","Itawamba","Mantachie",-3.05573080967403
"4809","City","Mantua","OH","Akron","Portage","Mantua",4.47075688073395
"4810","City","Manville","RI","Providence","Providence","Manville",9.91663175534143
"4811","Neighborhood","Maple Glen","PA","Philadelphia","Montgomery","Upper Dublin",5.73025189532894
"4812","City","Maple Heights","OH","Cleveland","Cuyahoga","Maple Heights",-0.169340463458112
"4813","City","Marionville","MO",NA,"Lawrence","Marionville",3.74596774193547
"4814","City","Mariposa","CA",NA,"Mariposa","Mariposa",1.13033807829181
"4815","City","Marlborough","MA","Boston","Middlesex","Marlborough",8.01451337507115
"4816","City","Martinez","GA","Augusta","Columbia","Martinez",4.00384615384615
"4817","City","Marysville","CA","Yuba City","Yuba","Marysville",3.45967404931049
"4818","City","Mattawan","MI","Kalamazoo","Van Buren","Mattawan",3.72612879348631
"4819","City","Mattoon","IL","Charleston","Coles","Mattoon",4.3406113537118
"4820","City","Maurertown","VA",NA,"Shenandoah","Maurertown",0.206390780513366
"4821","City","Maurice","LA","Lafayette","Vermilion","Maurice",-1.47728860936408
"4822","City","Mc Donald","TN","Cleveland","Bradley","Mc Donald",7.9993876301286
"4823","City","McCleary","WA","Aberdeen","Grays Harbor","McCleary",-0.298146240988673
"4824","City","Mead","OK","Durant","Bryan","Mead",2.54653130287648
"4825","City","Meadowview","VA","Kingsport","Washington","Meadowview",3.91096455070075
"4826","City","Medaryville","IN",NA,"Pulaski","Medaryville",2.38599105812221
"4827","City","Medford","NJ","Philadelphia","Burlington","Medford",3.96165105386417
"4828","City","Medina","NY","Rochester","Orleans","Medina",-1.54494382022472
"4829","City","Medway","MA","Boston","Norfolk","Medway",5.36180444240897
"4830","City","Melba","ID","Boise City","Canyon","Melba",7.59530227185214
"4831","City","Melbourne","FL","Melbourne","Brevard","Melbourne",2.72807501378929
"4832","City","Mendota","IL","Ottawa","La Salle","Mendota",-0.423748544819558
"4833","City","Mequon","WI","Milwaukee","Ozaukee","Mequon",4.01998947922146
"4834","City","Meriden","CT","New Haven","New Haven","Meriden",4.23052564914503
"4835","City","Merrillville","IN","Chicago","Lake","Merrillville",11.4755652808169
"4836","City","Merryville","LA","De Ridder","Beauregard","Merryville",3.55039787798408
"4837","City","Mesa","AZ","Phoenix","Maricopa","Mesa",4.41186440677965
"4838","City","Meyersdale","PA","Somerset","Somerset","Meyersdale",1.83231707317073
"4839","City","Micco","FL","Melbourne","Brevard","Micco",4.90060240963854
"4840","City","Michigan City","IN","Michigan City","La Porte","Michigan City",1.21764705882352
"4841","City","Mico","TX","San Antonio","Medina","Mico",1.8496515101228
"4842","City","Middleburg Heights","OH","Cleveland","Cuyahoga","Middleburg Heights",2.94627594627594
"4843","City","Middlefield","CT","Hartford","Middlesex","Middlefield",5.31122670134374
"4844","City","Middlefield","OH","Cleveland","Geauga","Middlefield",3.44669718770438
"4845","City","Middlesex","VT","Barre","Washington","Middlesex",4.67541971588463
"4846","City","Middleton","TN",NA,"Hardeman","Middleton",3.72874999999999
"4847","City","Middletown","DE","Philadelphia","New Castle","Middletown",5.58389467238212
"4848","City","Middleville","MI","Grand Rapids","Barry","Middleville",8.47014925373135
"4849","City","Midland","TX","Midland","Midland","Midland",2.75277777777778
"4850","City","Midway Park","NC","Jacksonville","Onslow","Midway Park",1.83671668137688
"4851","City","Milan","NY","New York","Dutchess","Milan",4.91113219481341
"4852","City","Milford Center","OH","Columbus","Union","Milford Center",7.97148288973384
"4853","City","Mililani","HI","Urban Honolulu","Honolulu","Mililani",9.44179639068743
"4854","City","Mill Valley","CA","San Francisco","Marin","Mill Valley",4.60318819577104
"4855","City","Milroy","IN",NA,"Rush","Milroy",2.53094777562863
"4856","City","Minneota","MN","Marshall","Lyon","Minneota",7.03458799593082
"4857","City","Mishawaka","IN","South Bend","Saint Joseph","Mishawaka",4.86891385767789
"4858","City","Mission","TX","McAllen","Hidalgo","Mission",-2.90573770491803
"4859","City","Moncure","NC","Durham","Chatham","Moncure",1.23208879919274
"4860","City","Monroe","TN","Cookeville","Overton","Monroe",8.49056603773586
"4861","City","Monroe","WA","Seattle","Snohomish","Monroe",9.76728971962617
"4862","City","Montague","CA",NA,"Siskiyou","Montague",13.3652882205514
"4863","City","Monterey","CA","Salinas","Monterey","Monterey",6.76234962887126
"4864","City","Montevallo","AL","Birmingham","Shelby","Montevallo",1.42942050520058
"4865","City","Montgomery","IL","Chicago","Kendall","Montgomery",7.30992196209588
"4866","City","Montgomery Village","MD","Washington","Montgomery","Montgomery Village",3.77781899109793
"4867","City","Monticello","MN","Minneapolis-St Paul","Wright","Monticello",5.19150943396227
"4868","City","Montoursville","PA","Williamsport","Lycoming","Montoursville",0.559096945551119
"4869","City","Mooresboro","NC","Forest City","Rutherford","Mooresboro",7.59047619047619
"4870","City","Mooresburg","TN","Kingsport","Hawkins","Mooresburg",6.84835164835165
"4871","City","Moorhead","MN","Fargo","Clay","Moorhead",7.40868184224457
"4872","City","Morada","CA","Stockton","San Joaquin","Morada",5.80447390223695
"4873","City","Morris","AL","Birmingham","Jefferson","Morris",1.63786764705882
"4874","City","Moscow","TN","Memphis","Fayette","Moscow",2.96443514644351
"4875","City","Mount Calvary","WI","Fond du Lac","Fond du Lac","Mount Calvary",0.532555282555291
"4876","City","Mount Clemens","MI","Detroit","Macomb","Mount Clemens",-6.30704225352112
"4877","City","Mount Orab","OH","Cincinnati","Brown","Mount Orab",4.61290322580645
"4878","City","Mount Washington","KY","Louisville/Jefferson County","Bullitt","Mount Washington",1.19433427762039
"4879","City","Mountain Lake Park","MD",NA,"Garrett","Mountain Lake Park",0.233424159854678
"4880","Neighborhood","Mountain Park","OR","Portland","Clackamas","Lake Oswego",-1.07700466694951
"4881","City","Mountain View","HI","Hilo","Hawaii","Mountain View",-1.19660722053067
"4882","City","Mullica Hill","NJ","Philadelphia","Gloucester","Mullica Hill",5.05657894736842
"4883","City","Murfreesboro","TN","Nashville","Rutherford","Murfreesboro",9.23575129533678
"4884","City","Naples","FL","Naples","Collier","Naples",3.90012642225031
"4885","City","Nash","TX","Texarkana","Bowie","Nash",-1.83421330517424
"4886","City","Nashotah","WI","Milwaukee","Waukesha","Nashotah",4.56554919596621
"4887","City","Nashport","OH","Zanesville","Muskingum","Nashport",2.46699875466998
"4888","City","Negaunee","MI","Marquette","Marquette","Negaunee",4.76984763432238
"4889","City","Nesconset","NY","New York","Suffolk","Nesconset",8.43890333254549
"4890","City","New Britain","CT","Hartford","Hartford","New Britain",9.31430446194226
"4891","City","New Hanover","PA","Philadelphia","Montgomery","New Hanover",6.80433287482807
"4892","City","New Hudson","MI","Detroit","Oakland","New Hudson",-0.684175309468049
"4893","City","New Milford","NJ","New York","Bergen","New Milford",7.22266700025018
"4894","City","New Orleans","LA","New Orleans","Orleans","New Orleans",6.26279317697229
"4895","City","New Virginia","IA","Des Moines","Warren","New Virginia",4.26888756692445
"4896","City","New Waterford","OH","Salem","Columbiana","New Waterford",-2.50720949957591
"4897","City","Newark","IL","Chicago","Kendall","Newark",7.96787709497206
"4898","City","Newburg","WI","Milwaukee","Washington","Newburg",8.1356450790413
"4899","Neighborhood","Newell","NC","Charlotte","Mecklenburg","Charlotte",3.81257078142696
"4900","City","Newfield","NJ","Philadelphia","Gloucester","Newfield",4.5609756097561
"4901","City","Newfield","NY","Ithaca","Tompkins","Newfield",3.78413524057217
"4902","City","Newport","MN","Minneapolis-St Paul","Washington","Newport",7.4454365079365
"4903","City","Newport","TN","Newport","Cocke","Newport",-6.10575793184489
"4904","City","Newton","KS","Wichita","Harvey","Newton",5.59064327485379
"4905","City","Newton","NH","Boston","Rockingham","Newton",7.94615869017632
"4906","City","Niles","NY","Auburn","Cayuga","Niles",4.7710371819961
"4907","City","Niles","OH","Youngstown","Trumbull","Niles",6.21889763779528
"4908","City","Niota","TN","Athens","McMinn","Niota",0.647756138865363
"4909","City","Nisswa","MN","Brainerd","Crow Wing","Nisswa",6.48151031529778
"4910","City","Nitro","WV","Charleston","Kanawha","Nitro",2.80145278450363
"4911","City","North Arlington","NJ","New York","Bergen","North Arlington",7.82115171650055
"4912","City","North Augusta","SC","Augusta","Aiken","North Augusta",3.27628865979381
"4913","City","North Castle","NY","New York","Westchester","North Castle",16.1177777777778
"4914","City","North East","MD","Philadelphia","Cecil","North East",6.58712784588442
"4915","City","North Fond du Lac","WI","Fond du Lac","Fond du Lac","North Fond du Lac",-0.636282394995535
"4916","City","North Kingstown","RI","Providence","Washington","North Kingstown",7.49404424276801
"4917","City","North Manheim","PA","Pottsville","Schuylkill","North Manheim",0.845888044229448
"4918","City","North Riverside","IL","Chicago","Cook","North Riverside",5.1678616617461
"4919","City","North Tazewell","VA","Bluefield","Tazewell","North Tazewell",1.62175525339925
"4920","City","North Utica","IL","Ottawa","La Salle","North Utica",0.180904522613057
"4921","City","Norwood","OH","Cincinnati","Hamilton","Norwood",4.61924686192468
"4922","City","Norwood","PA","Philadelphia","Delaware","Norwood",10.4877419354839
"4923","City","Oak Ridge","NC",NA,"Guilford","Oak Ridge",4.61632775119618
"4924","City","Oakdale","CA","Modesto","Stanislaus","Oakdale",6.38078484438431
"4925","City","Oakham","MA","Worcester","Worcester","Oakham",10.042600896861
"4926","City","Oakland","MI","Detroit","Oakland","Oakland",1.40703052728954
"4927","City","Oakland","NJ","New York","Bergen","Oakland",6.52488283865209
"4928","City","Oakland Park","FL","Miami-Fort Lauderdale","Broward","Oakland Park",5.73243992606285
"4929","City","Oakley","CA","San Francisco","Contra Costa","Oakley",13.4286947141316
"4930","City","Oakmont","PA","Pittsburgh","Allegheny","Oakmont",2.77233720343262
"4931","City","Oberlin","OH","Cleveland","Lorain","Oberlin",3.5688622754491
"4932","City","Ocklawaha","FL","Ocala","Marion","Ocklawaha",6.33391153512577
"4933","City","Okanogan","WA",NA,"Okanogan","Okanogan",-1.09578544061303
"4934","City","Old Mystic","CT","New London","New London","Old Mystic",4.72860962566846
"4935","City","Oliver Springs","TN","Knoxville","Roane","Oliver Springs",5.72473532242541
"4936","City","Olivette","MO","St. Louis","Saint Louis","Olivette",4.26666666666666
"4937","City","Orange","CT","New Haven","New Haven","Orange",3.09926884139482
"4938","City","Orange","TX","Beaumont","Orange","Orange",7.79512893982808
"4939","City","Osseo","MN","Minneapolis-St Paul","Hennepin","Osseo",9.13699951760734
"4940","City","Ossipee","NH",NA,"Carroll","Ossipee",11.6170854271357
"4941","City","Ottawa Lake","MI","Monroe","Monroe","Ottawa Lake",4.76535985956701
"4942","City","Overland","MO","St. Louis","Saint Louis","Overland",7.55156431054462
